,Fuel_type,Body_type,transmission,ownerNo,brand,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,seat,Color,city
3793,Diesel,Hatchback,Automatic,2,Maruti,Maruti Ignis,2017,4.45,Third Party insurance,60000.0,26.8,1248,5,White,Delhi
3794,Petrol,SUV,Automatic,1,Ford,Ford Ecosport,2015,5.47,Zero Dep,88710.0,16.5,1499,5,Silver,Delhi
3795,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,6.26,Comprehensive,47644.0,21.4,1197,5,Others,Delhi
3796,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2017,12.0,Third Party insurance,40000.0,16.0,2179,7,Others,Delhi
3797,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,4.45,Comprehensive,100505.0,21.4,1197,5,Blue,Delhi
3798,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2015,4.58,Third Party insurance,106648.0,18.6,1197,5,Red,Delhi
3799,Cng,Hatchback,Manual,2,Hyundai,Hyundai Santro Xing,2014,2.05,Third Party insurance,60000.0,11.88,1086,5,Others,Delhi
3800,Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2019,5.07,Comprehensive,53481.0,33.54,998,5,Silver,Delhi
3801,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2012,2.4,Third Party insurance,40000.0,18.9,998,5,Others,Delhi
3802,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,7.13,Zero Dep,25050.0,21.4,1197,5,Silver,Delhi
3803,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2016,8.9,Third Party,77000.0,16.0,1997,7,Silver,Delhi
3804,Petrol,Hatchback,Manual,4,Maruti,Maruti Swift,2006,1.35,Third Party insurance,120000.0,16.1,1298,5,Others,Delhi
3805,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2014,3.9,Comprehensive,58000.0,18.0,1198,5,Red,Delhi
3806,Petrol,Sedan,Manual,1,Honda,Honda City,2014,5.75,Comprehensive,96000.0,17.8,1497,5,Maroon,Delhi
3807,Cng,Hatchback,Manual,1,Maruti,Maruti Celerio,2019,4.0,Comprehensive,51000.0,31.79,998,5,Silver,Delhi
3808,Diesel,Hatchback,Manual,1,Honda,Honda Jazz,2015,3.5,Third Party insurance,70000.0,27.3,1498,5,Others,Delhi
3809,Diesel,SUV,Automatic,1,Hyundai,Hyundai Alcazar,2022,20.5,Comprehensive,27000.0,18.1,1498,7,Blue,Delhi
3810,Petrol,SUV,Manual,1,Tata,Tata Nexon,2020,8.25,Comprehensive,32456.0,17.33,1199,5,Blue,Delhi
3811,Diesel,SUV,Automatic,1,Mahindra,Mahindra Thar,2021,16.5,Comprehensive,15000.0,18.59550782650257,2184,4,Red,Delhi
3812,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2021,9.5,Comprehensive,34940.0,17.7,1497,5,Black,Delhi
3813,Diesel,Sedan,Manual,3,Hyundai,Hyundai Verna,2016,5.0,Third Party insurance,70000.0,23.9,1582,5,Others,Delhi
3814,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,6.08,Comprehensive,73679.0,21.4,1197,5,Yellow,Delhi
3815,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2017,4.23,Comprehensive,32722.0,18.9,1197,5,Silver,Delhi
3816,Petrol,Hatchback,Automatic,2,Volkswagen,Volkswagen Polo,2018,8.0,Third Party insurance,70000.0,17.21,1197,5,Others,Delhi
3817,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2019,9.22,Zero Dep,59059.0,17.0,1591,5,Silver,Delhi
3818,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2017,4.33,Third Party insurance,34332.0,18.9,1197,5,Silver,Delhi
3819,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2018,5.25,Third Party insurance,72194.0,21.7,1498,5,White,Delhi
3820,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,5.26,Zero Dep,56740.0,21.4,1197,5,White,Delhi
3821,Diesel,SUV,Manual,1,Mahindra,Mahindra TUV 300,2019,6.55,Third Party insurance,72490.0,18.49,1493,7,White,Delhi
3822,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,4.59,Third Party,35828.0,18.9,1197,5,Silver,Delhi
3823,Diesel,SUV,Automatic,1,Audi,Audi Q3,2015,14.5,Third Party insurance,57088.0,15.73,1968,5,White,Delhi
3824,Petrol,Sedan,Automatic,1,Toyota,Toyota Yaris,2020,8.65,Third Party insurance,70382.0,17.8,1496,5,Silver,Delhi
3825,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2022,5.5,Third Party insurance,20000.0,20.89,1197,5,Others,Delhi
3826,Diesel,Sedan,Automatic,1,Hyundai,Hyundai Verna,2018,11.25,Third Party insurance,17000.0,22.0,1582,5,White,Delhi
3827,Petrol,SUV,Automatic,1,MG,MG Hector,2020,15.0,Third Party insurance,30000.0,13.96,1451,5,Others,Delhi
3828,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2012,2.61,Third Party insurance,70000.0,16.7,1198,5,Grey,Delhi
3829,Petrol,MUV,Automatic,1,Maruti,Maruti Ertiga,2019,9.5,Third Party insurance,65202.0,18.69,1462,7,Red,Delhi
3830,Petrol,MUV,Manual,1,Maruti,Maruti Ertiga,2013,4.85,Third Party insurance,72000.0,16.02,1373,7,Blue,Delhi
3831,Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2021,5.1,Not Available,45313.0,32.52,998,5,Magma Grey,Delhi
3832,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2015,25.0,Third Party insurance,40000.0,19.27,2143,5,Others,Delhi
3833,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2014,6.64,Third Party insurance,120000.0,15.1,2179,7,Others,Delhi
3834,Petrol,Hatchback,Manual,2,Maruti,Maruti Ritz,2014,2.84,Third Party,54235.0,18.5,1197,5,Grey,Delhi
3835,Petrol,Hatchback,Automatic,1,Maruti,Maruti Ignis,2018,5.2,Zero Dep,52777.0,20.89,1197,5,Silver,Delhi
3836,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,5.9,Comprehensive,26000.0,18.6,1197,5,Silver,Delhi
3837,Petrol,Sedan,Manual,1,Skoda,Skoda Rapid,2018,6.55,Third Party,77937.0,15.41,1598,5,White,Delhi
3838,Petrol,Sedan,Manual,1,Tata,Tata Tigor,2021,6.99,Zero Dep,40663.0,19.28,1199,5,Silver,Delhi
3839,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2015,3.95,Comprehensive,40000.0,18.9,1197,5,Blue,Delhi
3840,Petrol,Sedan,Manual,1,Toyota,Toyota Etios,2011,2.17,Comprehensive,115500.0,17.6,1496,5,Silver,Delhi
3841,Petrol,Sedan,Automatic,1,Skoda,Skoda Superb,2015,9.4,Comprehensive,67000.0,13.7,1798,5,Silver,Delhi
3842,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2016,8.87,Third Party,16312.0,13.0,1591,5,Silver,Delhi
3843,Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2016,4.8,Third Party insurance,60000.0,20.85,1197,5,Others,Delhi
3844,Petrol,MUV,Manual,1,Honda,Honda Mobilio,2014,4.25,Third Party insurance,90000.0,17.3,1497,7,Others,Delhi
3845,Cng,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,4.95,Comprehensive,67000.0,18.9,1197,5,Silver,Delhi
3846,Petrol,Sedan,Manual,2,Maruti,Maruti Ciaz,2015,5.5,Third Party insurance,80000.0,20.73,1373,5,Others,Delhi
3847,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2011,1.37,Third Party insurance,60000.0,19.81,1086,5,Others,Delhi
3848,Petrol,Sedan,Automatic,1,Honda,Honda City,2015,5.65,Comprehensive,34253.0,18.0,1497,5,Maroon,Delhi
3849,Petrol,SUV,Automatic,1,Kia,Kia Seltos,2019,12.9,Comprehensive,27000.0,16.8,1497,5,White,Delhi
3850,Petrol,Hatchback,Automatic,2,Maruti,Maruti Celerio,2017,3.55,Comprehensive,64000.0,23.1,998,5,Grey,Delhi
3851,Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2015,3.86,Third Party,67827.0,19.1,1197,5,White,Delhi
3852,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,5.14,Zero Dep,79094.0,21.4,1197,5,Others,Delhi
3853,Petrol,Sedan,Manual,2,Hyundai,Hyundai Verna,2012,3.25,Third Party,64589.0,17.01,1591,5,Grey,Delhi
3854,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20 Active,2015,5.08,Comprehensive,88309.0,17.19,1197,5,Silver,Delhi
3855,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2018,5.67,Comprehensive,66688.0,22.38,1197,5,Silver,Delhi
3856,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2022,6.7,Third Party insurance,20000.0,21.01,1197,5,Black,Delhi
3857,Petrol,Sedan,Automatic,1,Maruti,Maruti Ciaz,2018,7.6,Third Party,60653.0,20.28,1462,5,Silver,Delhi
3858,Diesel,MUV,Automatic,1,Kia,Kia Carnival,2022,33.5,Third Party insurance,70000.0,14.11,2199,7,White,Delhi
3859,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,3.98,Zero Dep,86527.0,18.9,1197,5,Silver,Delhi
3860,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2017,4.85,Comprehensive,67000.0,19.5,1199,5,White,Delhi
3861,Petrol,Hatchback,Manual,3,Honda,Honda Jazz,2009,1.35,Third Party insurance,70000.0,16.0,1198,5,Others,Delhi
3862,Petrol,SUV,Automatic,3,Ford,Ford Ecosport,2013,3.0,Third Party insurance,70000.0,16.5,1499,5,Red,Delhi
3863,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2018,5.25,Third Party insurance,70311.0,18.6,1199,5,Golden Brown,Delhi
3864,Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2016,3.75,Comprehensive,54000.0,23.84,1199,5,Brown,Delhi
3865,Petrol,Sedan,Manual,3,Honda,Honda City,2009,1.3,Third Party insurance,80000.0,17.0,1497,5,Others,Delhi
3866,Diesel,SUV,Manual,1,Honda,Honda WR-V,2017,5.95,Third Party insurance,52000.0,25.5,1498,5,Silver,Delhi
3867,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2010,2.0,Third Party insurance,20000.0,18.9,1061,5,Others,Delhi
3868,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,5.31,Third Party insurance,80000.0,22.54,1396,5,Others,Delhi
3869,Petrol,Hatchback,Manual,3,Maruti,Maruti Wagon R,2009,1.5,Third Party insurance,110000.0,18.9,1061,5,Silver,Delhi
3870,Diesel,SUV,Automatic,1,Mahindra,Mahindra Thar,2021,16.25,Comprehensive,15000.0,18.59550782650257,2184,4,Red,Delhi
3871,Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2019,5.03,Zero Dep,69821.0,33.54,998,5,White,Delhi
3872,Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2021,8.62,Zero Dep,12754.0,18.05,1199,5,Red,Delhi
3873,Petrol,Sedan,Manual,1,Toyota,Toyota Corolla Altis,2017,8.8,Third Party insurance,69000.0,14.28,1798,5,White,Delhi
3874,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2014,2.72,Third Party insurance,98390.0,20.51,998,5,Others,Delhi
3875,Petrol,Sedan,Automatic,1,Maruti,Maruti Ciaz,2016,6.27,Third Party insurance,84195.0,19.12,1373,5,Brown,Delhi
3876,Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,28.5,Third Party insurance,17000.0,15.04,1991,5,Red,Delhi
3877,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2017,4.28,Comprehensive,77184.0,20.89,1197,5,Silver,Delhi
3878,Petrol,Sedan,Manual,1,Tata,Tata Manza,2012,1.75,Third Party insurance,40000.0,13.7,1368,5,Others,Delhi
3879,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,4.14,Comprehensive,82848.0,18.9,1197,5,Silver,Delhi
3880,Petrol,Hatchback,Automatic,1,Tata,Tata Tiago,2019,5.1,Third Party insurance,30000.0,23.84,1199,5,Gray,Delhi
3881,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,5.5,Third Party insurance,50000.0,18.7,1199,5,Others,Delhi
3882,Diesel,MUV,Automatic,1,Toyota,Toyota Innova Crysta,2022,23.41,Third Party insurance,40000.0,12.0,2393,7,Others,Delhi
3883,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2013,1.7,Third Party insurance,70000.0,20.92,998,5,Others,Delhi
3884,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,4.5,Comprehensive,47688.0,21.01,1197,5,White,Delhi
3885,Petrol,Sedan,Manual,3,Toyota,Toyota Corolla Altis,2009,1.1,Third Party insurance,100000.0,14.53,1798,5,White,Delhi
3886,Diesel,Hatchback,Manual,2,Nissan,Nissan Micra,2014,2.0,Third Party insurance,90000.0,23.08,1461,5,White,Delhi
3887,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2006,33.0,Third Party insurance,40000.0,18.9,998,5,Blue,Delhi
3888,Petrol,Hatchback,Manual,2,Mahindra,Mahindra KUV 100 NXT,2018,3.5,Third Party insurance,40000.0,18.15,1198,6,Others,Delhi
3889,Diesel,SUV,Manual,1,Renault,Renault Duster,2016,4.1,Third Party insurance,50000.0,19.87,1461,5,White,Delhi
3890,Petrol,Sedan,Manual,2,Toyota,Toyota Corolla Altis,2012,5.0,Third Party insurance,30000.0,14.53,1798,5,Others,Delhi
3891,Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2018,5.43,Zero Dep,106711.0,21.4,1197,5,Silver,Delhi
3892,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2017,5.14,Zero Dep,83741.0,18.6,1197,5,Others,Delhi
3893,Diesel,SUV,Automatic,1,Audi,Audi Q5,2014,11.5,Third Party insurance,50000.0,14.16,1968,5,Others,Delhi
3894,Diesel,Sedan,Manual,1,Volkswagen,Volkswagen Vento,2018,7.47,Comprehensive,105792.0,22.27,1498,5,Silver,Delhi
3895,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,5.93,Zero Dep,88750.0,21.4,1197,5,Silver,Delhi
3896,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2014,9.0,Third Party insurance,70000.0,15.1,2179,7,Others,Delhi
3897,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20 Active,2018,5.39,Comprehensive,89972.0,17.19,1197,5,Others,Delhi
3898,Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Vento,2014,3.35,Third Party insurance,50000.0,15.04,1598,5,Others,Delhi
3899,Petrol,Hatchback,Manual,2,Honda,Honda Jazz,2019,5.94,Comprehensive,36785.0,18.2,1199,5,Brown,Delhi
3900,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2019,9.1,Third Party,48000.0,19.1,1368,5,White,Delhi
3901,Petrol,SUV,Manual,1,Mahindra,Mahindra XUV700,2021,19.25,Comprehensive,20000.0,18.59550782650257,1999,7,Silver,Delhi
3902,Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2023,60.0,Comprehensive,7000.0,16.9,1496,5,White,Delhi
3903,Petrol,MUV,Automatic,1,Renault,Renault Triber,2021,7.6,Third Party insurance,50000.0,18.2,999,7,Others,Delhi
3904,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2016,4.9,Third Party insurance,40000.0,24.3,1248,5,Others,Delhi
3905,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2017,5.21,Comprehensive,59000.0,18.6,1197,5,White,Delhi
3906,Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2019,14.0,Third Party insurance,70000.0,16.0,1368,5,Others,Delhi
3907,Diesel,SUV,Manual,1,Kia,Kia Seltos,2019,9.0,Third Party insurance,110000.0,20.8,1493,5,Others,Delhi
3908,Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio,2015,9.5,Third Party insurance,100000.0,15.4,2179,7,Others,Delhi
3909,Diesel,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLS,2017,55.0,Comprehensive,30000.0,11.0,2987,7,Silver,Delhi
3910,Petrol,Sedan,Manual,1,Skoda,Skoda Rapid,2020,7.65,Third Party insurance,48000.0,18.97,999,5,White,Delhi
3911,Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2017,5.55,Zero Dep,22424.0,20.14,1197,5,Silver,Delhi
3912,Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2017,4.77,Third Party,58147.0,20.14,1197,5,Red,Delhi
3913,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2015,3.41,Third Party insurance,67000.0,18.9,1197,5,Grey,Delhi
3914,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2019,4.76,Zero Dep,112479.0,23.1,998,5,Others,Delhi
3915,Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2018,6.11,Zero Dep,25494.0,21.21,1197,5,Brown,Delhi
3916,Diesel,SUV,Automatic,2,Hyundai,Hyundai Creta,2016,7.9,Comprehensive,78000.0,17.01,1582,5,White,Delhi
3917,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2016,5.13,Third Party,51276.0,18.6,1197,5,White,Delhi
3918,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2017,8.25,Comprehensive,85000.0,19.67,1582,5,White,Delhi
3919,Petrol,Hatchback,Manual,2,Honda,Honda Jazz,2018,5.84,Third Party,75402.0,18.7,1199,5,Brown,Delhi
3920,Petrol,Sedan,Manual,1,Toyota,Toyota Corolla Altis,2014,6.65,Third Party,109000.0,14.28,1798,5,White,Delhi
3921,Petrol,Sedan,Automatic,1,BMW,BMW 5 Series,2021,63.5,Comprehensive,14500.0,15.01,1998,5,White,Delhi
3922,Diesel,SUV,Automatic,2,Audi,Audi Q7,2017,46.0,Comprehensive,76000.0,14.75,2967,7,Blue,Delhi
3923,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2017,4.75,Third Party insurance,34000.0,17.8,1198,5,Brown,Delhi
3924,Petrol,Sedan,Manual,2,Hyundai,Hyundai Xcent,2015,3.3,Third Party insurance,80000.0,19.1,1197,5,Others,Delhi
3925,Diesel,Sedan,Automatic,1,Honda,Honda Amaze,2018,6.35,Third Party insurance,60000.0,23.8,1498,5,Others,Delhi
3926,Diesel,SUV,Manual,1,Nissan,Nissan Terrano,2014,3.99,Third Party insurance,60000.0,19.01,1461,5,Silver,Delhi
3927,Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2014,4.2,Third Party insurance,59000.0,19.1,1197,5,White,Delhi
3928,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2016,4.6,Comprehensive,99000.0,21.7,1498,5,White,Delhi
3929,Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2021,23.75,Third Party,17000.0,14.1,1368,5,White,Delhi
3930,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2018,7.2,Third Party,79982.0,21.56,1462,5,Blue,Delhi
3931,Petrol,Sedan,Automatic,1,Honda,Honda City,2017,8.46,Zero Dep,67047.0,18.0,1497,5,Silver,Delhi
3932,Diesel,Sedan,Manual,1,Volkswagen,Volkswagen Jetta,2012,5.0,Third Party insurance,50000.0,19.33,1968,5,Others,Delhi
3933,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,4.71,Zero Dep,85782.0,21.4,1197,5,Others,Delhi
3934,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,4.46,Zero Dep,99547.0,21.4,1197,5,Others,Delhi
3935,Petrol,Hatchback,Automatic,1,Renault,Renault KWID,2018,3.65,Comprehensive,30000.0,24.04,999,5,Brown,Delhi
3936,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2017,3.54,Zero Dep,69455.0,25.24,998,5,Others,Delhi
3937,Petrol,SUV,Automatic,1,Volkswagen,Volkswagen Taigun,2022,16.5,Comprehensive,14000.0,17.88,1498,5,White,Delhi
3938,Petrol,SUV,Automatic,1,Ford,Ford Ecosport,2019,8.78,Zero Dep,40738.0,14.8,1497,5,White,Delhi
3939,Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2015,19.1,Comprehensive,76000.0,11.7,1796,5,Silver,Delhi
3940,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2020,5.25,Third Party insurance,30000.0,21.21,1197,5,Others,Delhi
3941,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2020,8.3,Third Party insurance,50000.0,23.0,1498,5,Others,Delhi
3942,Petrol,Sedan,Manual,2,Nissan,Nissan Sunny,2012,2.0,Third Party insurance,90000.0,16.95,1498,5,Others,Delhi
3943,Petrol,Sedan,Automatic,1,Honda,Honda City,2022,13.45,Third Party insurance,10700.0,18.3,1498,5,Brown,Delhi
3944,Petrol,Sedan,Automatic,1,Honda,Honda City,2022,13.45,Third Party insurance,10000.0,18.3,1498,5,Others,Delhi
3945,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2017,3.5,Third Party insurance,80000.0,20.51,998,5,White,Delhi
3946,Diesel,SUV,Automatic,1,Audi,Audi Q7,2018,54.95,Comprehensive,36000.0,14.75,2967,7,Black,Delhi
3947,Diesel,SUV,Automatic,1,Ford,Ford Endeavour,2018,23.0,Third Party insurance,70000.0,10.91,3198,7,Others,Delhi
3948,Diesel,SUV,Automatic,1,Toyota,Toyota Fortuner,2015,16.0,Comprehensive,60000.0,12.55,2982,7,Silver,Delhi
3949,Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,28.9,Comprehensive,34000.0,15.04,1991,5,Silver,Delhi
3950,Petrol,Sedan,Manual,1,Honda,Honda City,2016,7.46,Zero Dep,48430.0,17.8,1497,5,White,Delhi
3951,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2018,6.39,Zero Dep,93671.0,23.0,1498,5,Silver,Delhi
3952,Diesel,SUV,Automatic,2,Toyota,Toyota Fortuner,2015,14.49,Third Party insurance,100000.0,12.55,2982,7,White,Delhi
3953,Petrol,Sedan,Automatic,2,Maruti,Maruti Ciaz,2018,7.36,Third Party,108665.0,20.28,1462,5,Black,Delhi
3954,Cng,Hatchback,Manual,1,Tata,Tata Tiago,2022,7.49,Comprehensive,17447.0,26.49,1199,5,Silver,Delhi
3955,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV700,2022,27.5,Zero Dep,19000.0,18.59550782650257,2198,7,White,Delhi
3956,Diesel,SUV,Manual,2,Renault,Renault Duster,2019,6.93,Zero Dep,100579.0,19.87,1461,5,Silver,Delhi
3957,Petrol,Hatchback,Automatic,1,Nissan,Nissan Micra,2013,2.75,Third Party insurance,80000.0,19.34,1198,5,Others,Delhi
3958,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro,2019,4.75,Zero Dep,65039.0,20.3,1086,5,White,Delhi
3959,Diesel,SUV,Automatic,1,Ford,Ford Endeavour,2017,23.0,Comprehensive,60000.0,10.91,3198,7,Grey,Delhi
3960,Petrol,Hatchback,Manual,4,Hyundai,Hyundai i10,2010,1.5,Third Party insurance,50000.0,19.81,1086,5,Others,Delhi
3961,Petrol,Sedan,Automatic,1,Honda,Honda City,2015,6.65,Comprehensive,65000.0,18.0,1497,5,Brown,Delhi
3962,Petrol,Hatchback,Manual,3,Hyundai,Hyundai i20,2011,2.25,Comprehensive,84000.0,17.0,1197,5,White,Delhi
3963,Petrol,SUV,Automatic,1,Toyota,Toyota Fortuner,2021,35.0,Zero Dep,35000.0,10.26,2694,7,Brown,Delhi
3964,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2018,8.5,Third Party insurance,80000.0,24.3,1248,5,Others,Delhi
3965,Petrol,SUV,Manual,1,Toyota,Toyota Hyryder,2023,19.85,Comprehensive,16500.0,19.39,1462,5,White,Delhi
3966,Diesel,SUV,Manual,2,Toyota,Toyota Fortuner,2019,31.0,Third Party insurance,40000.0,14.24,2755,7,Black,Delhi
3967,Petrol,Sedan,Manual,1,Honda,Honda City,2016,5.5,Third Party insurance,50500.0,17.8,1497,5,Green,Delhi
3968,Petrol,Sedan,Manual,2,Tata,Tata Zest,2016,2.85,Third Party insurance,90000.0,17.57,1193,5,Black,Delhi
3969,Petrol,Sedan,Automatic,2,Honda,Honda City,2010,3.0,Third Party insurance,80000.0,16.8,1497,5,Others,Delhi
3970,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Santro Xing,2011,1.85,Comprehensive,40462.0,18.59550782650257,1086,5,Silver,Delhi
3971,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2018,5.25,Comprehensive,40000.0,22.0,1197,5,Silver,Delhi
3972,Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2013,3.75,Third Party insurance,150000.0,23.4,1248,5,Others,Delhi
3973,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2020,10.12,Comprehensive,47761.0,17.7,1497,5,White,Delhi
3974,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2020,13.5,Third Party,80488.0,18.59550782650257,1493,5,Black,Delhi
3975,Cng,Hatchback,Manual,1,Maruti,Maruti S-Presso,2020,4.0,Third Party insurance,70000.0,31.2,998,4,Others,Delhi
3976,Diesel,SUV,Manual,1,Tata,Tata New Safari,2022,19.3,Comprehensive,17204.0,16.14,1956,7,White,Delhi
3977,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2017,5.25,Comprehensive,66000.0,18.9,1197,5,Silver,Delhi
3978,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2019,4.25,Comprehensive,41900.0,25.17,799,5,Silver,Delhi
3979,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2019,5.25,Comprehensive,45000.0,18.9,1197,5,Grey,Delhi
3980,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2013,3.75,Comprehensive,52000.0,16.47,1198,5,Blue,Delhi
3981,Diesel,SUV,Automatic,1,Hyundai,Hyundai Alcazar,2021,21.0,Third Party insurance,40000.0,18.1,1493,7,Others,Delhi
3982,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2015,4.1,Comprehensive,64000.0,18.0,1198,5,Silver,Delhi
3983,Cng,SUV,Manual,1,Mahindra,Mahindra KUV 100 NXT,2018,4.35,Third Party insurance,76500.0,18.15,1198,6,Silver,Delhi
3984,Petrol,Sedan,Manual,1,Honda,Honda City,2016,6.45,Third Party insurance,48000.0,17.8,1497,5,Red,Delhi
3985,Petrol,SUV,Automatic,1,Tata,Tata Nexon,2019,7.75,Comprehensive,42000.0,17.0,1198,5,White,Delhi
3986,Petrol,SUV,Manual,2,Renault,Renault Duster,2014,3.75,Comprehensive,50000.0,13.24,1598,5,Brown,Delhi
3987,Petrol,SUV,Manual,2,Ford,Ford Ecosport,2017,6.5,Comprehensive,55000.0,15.9,1496,5,Grey,Delhi
3988,Petrol,Sedan,Manual,2,Volkswagen,Volkswagen Vento,2010,2.05,Third Party insurance,90000.0,15.04,1598,5,Others,Delhi
3989,Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2015,23.9,Comprehensive,72000.0,12.0,1991,5,White,Delhi
3990,Petrol,SUV,Manual,2,Mahindra,Mahindra KUV 100,2018,5.29,Zero Dep,33091.0,18.15,1198,6,Red,Delhi
